filename,width,height,class,xmin,ymin,xmax,ymax
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\federer\81. roger-federer-927345.jpg,590,350,roger federer,247,43,309,120
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\sock\81. tennis0326%20sock%20ctj.jpg,1140,1419,jack sock,393,90,518,276
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\federer and nadal tennis players\82. 8e7f3132190bfe52db08db757742e3ad.jpg,758,1000,rafael nadal,374,96,444,185
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\federer and nadal tennis players\82. 8e7f3132190bfe52db08db757742e3ad.jpg,758,1000,roger federer,228,99,297,178
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\federer\82. federer.jpg,1600,900,roger federer,814,80,997,310
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\Nadal\82. nadal-montreal-2017-thursday-reaction.jpg,1920,1080,rafael nadal,1197,109,1350,301
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\sock\82. professional-tennis-player-jack-sock-united-states-action-bnp-paribas-showdown-th-anniversary-tennis-event-new-york-88170144.jpg,800,533,jack sock,315,74,398,194
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\sock\83. 5a0bbe366ee65.image.jpg,1200,1469,jack sock,548,243,751,522
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\federer\83. 63327099.jpg,400,300,roger federer,157,33,212,105
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\federer and nadal tennis players\83. maxresdefault.jpg,1280,720,roger federer,947,196,1206,443
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\federer and nadal tennis players\83. maxresdefault.jpg,1280,720,rafael nadal,275,106,399,262
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\Nadal\83. skysports-tennis-rafael-nadal_4204730.jpg,768,432,rafael nadal,495,140,602,268
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\federer and nadal tennis players\84. c01_lede_26_21982985.jpg,1000,1253,rafael nadal,519,216,719,463
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\Querrey\84. ct-sam-querrey-stuns-andy-murray-wimbledon-20170712.jpg,2048,1363,sam austin querry,1101,248,1261,468
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\Nadal\84. rafael-nadal-australian-open.jpg,780,438,rafael nadal,256,73,368,189
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\sock\84. skysports-sock-tennis-parismaster_4147895.jpg,768,432,jack sock,337,34,417,156
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\federer\84. sp-federer-a-20171114-870x545.jpg,870,545,roger federer,258,128,373,263
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\Querrey\85. 636395427193849007-afp-rx3h1.jpg,534,401,sam austin querry,68,111,137,199
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\sock\85. e41722b4e2bf482fbd916c94408b87471.jpg,679,323,jack sock,342,42,406,127
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\federer and nadal tennis players\85. federernadal.jpg,636,440,rafael nadal,245,67,321,154
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\federer and nadal tennis players\85. federernadal.jpg,636,440,roger federer,389,52,467,144
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\Nadal\85. maxresdefault.jpg,1280,720,rafael nadal,567,142,747,363
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\federer\85. roger%20federer-20180318073012-1170x645.jpg,1170,645,roger federer,470,341,583,478
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\federer and nadal tennis players\86. federer-reuters-m.jpg,759,422,roger federer,338,162,417,264
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\sock\86. jack-sock-hitting-a-forehand-during-the-australian-open-talk-tennis-tennis-warehouse-com-taken-from-bn-library_1173321.jpg,620,273,jack sock,349,73,422,174
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\Nadal\86. james-blake-tips-rafa-nadal-to-finish-year-at-no-1.jpg,700,393,rafael nadal,315,47,410,164
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\federer\86. why-roger-federer-is-winning-in-2017.jpg,615,409,roger federer,257,139,306,198
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\federer and nadal tennis players\87. 653627354.jpg,748,543,roger federer,369,87,443,175
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\federer and nadal tennis players\87. 653627354.jpg,748,543,rafael nadal,272,50,346,153
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\Nadal\87. lwxuukvk7aqvmhuvtqcz.jpg,463,289,rafael nadal,201,40,272,133
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\Querrey\87. querrey-loses-first-match-at-atp-paris-masters.jpg,1162,585,sam austin querry,271,128,444,358
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\Nadal\88. dyblmkkxcaepzke.jpg,1200,845,rafael nadal,482,187,583,319
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\sock\88. jack-sock.jpg,660,400,jack sock,312,51,393,172
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\federer and nadal tennis players\88. live-tennis-score-759.jpg,759,422,roger federer,157,92,244,196
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\federer and nadal tennis players\88. live-tennis-score-759.jpg,759,422,rafael nadal,551,85,637,200
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\federer\88. sports_roger_federer_rogers_cup-benchristencc_flickr-federer_cropped_1080by720-1080x720.jpg,1080,720,roger federer,619,114,722,232
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\sock\89. 7a3caa07b68e4012aa786b8fbadb30cd.jpg,4500,3334,jack sock,2018,290,2352,757
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\federer\89. hi-res-fee1cf46d9d87267cf253fef607a82ca_crop_north.jpg,800,533,roger federer,326,182,406,287
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\Querrey\89. querrey-1.jpg,414,276,sam austin querry,176,30,216,80
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\Nadal\89. spains-rafael-nadal-returns-the-ball-to.jpg,615,409,rafael nadal,228,69,303,173
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\federer\9. 1e86d48324af4493bde419dbac0cbeee.jpg,300,300,roger federer,152,82,200,147
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\federer and nadal tennis players\9. federer-and-nadal-who-has-more-chances-to-become-no-1.jpg,700,393,rafael nadal,504,47,566,162
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\federer and nadal tennis players\9. federer-and-nadal-who-has-more-chances-to-become-no-1.jpg,700,393,roger federer,143,44,211,151
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\Nadal\9. rafael-nadal-tennis-gettyimages-597882732.jpg,4193,2795,rafael nadal,2294,511,2847,1111
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\Querrey\9. sam-querrey_reuters-m.jpg,759,422,sam austin querry,323,143,383,228
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\sock\9. sock-fire-alarm-nitto-atp-finals-2017.jpg,1920,1080,jack sock,680,101,837,328
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\federer\90. 636246060131472179-roger-federer003.jpg,540,405,roger federer,290,91,345,150
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\Nadal\90. 636401572471405232-2017-09-04-roger-federer2.jpg,534,401,roger federer,219,39,286,125
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\sock\90. sock-reaches-finals.jpg,1000,750,jack sock,509,123,619,259
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\sock\91. 3f80ef46-5bd2-11df-a541-001cc4c03286.image.jpg,465,619,roger federer,168,110,219,181
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\sock\91. 3f80ef46-5bd2-11df-a541-001cc4c03286.image.jpg,465,619,jack sock,284,107,335,180
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\federer and nadal tennis players\91. atp-shanghai-preview-roger-federer-and-rafael-nadal-to-clash-for-the-crown.jpg,700,393,rafael nadal,456,66,546,146
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\federer and nadal tennis players\91. atp-shanghai-preview-roger-federer-and-rafael-nadal-to-clash-for-the-crown.jpg,700,393,rafael nadal,176,41,243,132
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\federer\91. federer.jpg,660,440,roger federer,246,44,304,119
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\Querrey\91. querrey-gasquet-tokyo-2017-tuesday.jpg,1920,1080,sam austin querry,480,6,699,351
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\Nadal\91. rafaelnadal10-960x540.jpg,960,540,rafael nadal,350,95,470,243
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\Nadal\92. a63df25a0894b08bbe34a40f196b4a14.jpg,650,366,rafael nadal,313,79,408,205
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\sock\92. bvgxka0ciaa6vus.jpg,600,550,jack sock,218,84,250,138
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\federer and nadal tennis players\92. files-tennis-federer-record-46b4bb89e3b82d97.jpg,620,504,roger federer,147,82,253,213
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\federer and nadal tennis players\92. files-tennis-federer-record-46b4bb89e3b82d97.jpg,620,504,rafael nadal,293,63,395,200
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\federer\92. nike-news-roger-federer-melbourne-outfit_original.jpg,1200,900,roger federer,478,115,536,193
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\federer\93. federer-atp-ranking.jpg,780,438,roger federer,375,176,462,282
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\federer and nadal tennis players\93. gael-monfils-roger-federer-rafael-nadal-915435.jpg,590,350,rafael nadal,383,51,430,128
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\Nadal\93. rafael-nadal.jpg,1600,1067,rafael nadal,684,149,880,373
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\Querrey\93. sam_querreym.jpg,150,200,sam austin querry,39,30,93,105
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\federer and nadal tennis players\94. 1485666456_roger-federer-rafael-nadal-australian-open-final-mens-singles.jpg,653,450,rafael nadal,366,280,463,369
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\federer and nadal tennis players\94. 1485666456_roger-federer-rafael-nadal-australian-open-final-mens-singles.jpg,653,450,roger federer,199,290,287,399
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\federer\94. 180216-federer-feature-image.jpg,618,410,roger federer,242,57,311,141
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\Nadal\94. rafa.jpg,1086,702,rafael nadal,620,326,789,514
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\Querrey\94. sam-querrey.jpg,564,423,sam austin querry,115,94,190,200
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\Querrey\95. 636031497216205577-usp-tennis-wimbledon---querrey-vs-djokovic-83067094.jpg,534,401,sam austin querry,225,35,281,103
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\sock\95. _96822618_hero_jack-sock_getty.jpg,1024,576,jack sock,457,7,536,128
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\Nadal\95. nadalshanghai2017thursday.jpg,1920,1080,rafael nadal,996,307,1215,605
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\federer\95. roger-federer-trophy-reacts-lead.jpg,1300,724,roger federer,614,85,773,310
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\federer and nadal tennis players\95. roger.jpg,750,511,roger federer,351,58,395,108
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\Nadal\96. ap17281516169526.jpg,5184,3456,rafael nadal,2470,833,3032,1606
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\federer\96. gx6zhto2wfaftflqp3glcgjvfi.jpg,1400,786,roger federer,356,382,551,631
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\Querrey\96. sam+querrey+2018+australian+open+day+4+ibslcg2w39xl.jpg,400,600,sam austin querry,88,80,164,177
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\Nadal\97. 40347ed8a2d533e43e6b76b45cb890a62f32f5eb.jpg,800,532,roger federer,229,70,326,179
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\federer and nadal tennis players\97. 636393595530843379-epa-usa-tennis-us-open-grand-slam-2017-93297525.jpg,520,390,rafael nadal,187,98,224,140
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\federer and nadal tennis players\97. 636393595530843379-epa-usa-tennis-us-open-grand-slam-2017-93297525.jpg,520,390,roger federer,60,79,98,135
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\Querrey\97. los-cabos-2017-final-querrey.jpg,1920,1080,sam austin querry,587,64,860,479
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\sock\98. 636362725597143067-sock7.jpg,1274,720,jack sock,389,68,491,216
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\Nadal\98. maxresdefault.jpg,1280,720,rafael nadal,563,107,737,340
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\federer\99. australian-open-live-75919.jpg,759,422,roger federer,254,41,307,106
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\sock\99. cincinnati-tennis_schu-1478412489-800.jpg,640,458,jack sock,120,37,182,133
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\Nadal\57. o-rafael-nadal-facebook.jpg,2000,1000,rafael nadal,1177,219,1483,617
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\players\images (1).jpg,300,168,sam austin querry,109,24,147,64
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\players\images (10).jpg,300,168,sam austin querry,148,1,238,125
C:\Users\Abhinaya\Desktop\players\images (11).jpg,300,168,rafael nadal,125,16,161,61
C:\Users\Abhinaya\Desktop\players\images (12).jpg,339,149,rafael nadal,206,24,254,79
C:\Users\Abhinaya\Desktop\players\images (13).jpg,275,183,rafael nadal,151,36,186,72
C:\Users\Abhinaya\Desktop\players\images (14).jpg,195,259,rafael nadal,67,44,111,90
C:\Users\Abhinaya\Desktop\players\images (15).jpg,299,168,roger federer,133,24,170,67
C:\Users\Abhinaya\Desktop\players\images (16).jpg,275,183,rafael nadal,149,64,194,113
C:\Users\Abhinaya\Desktop\players\images (17).jpg,259,194,rafael nadal,74,51,114,96
C:\Users\Abhinaya\Desktop\players\images (18).jpg,275,183,rafael nadal,123,61,180,116
C:\Users\Abhinaya\Desktop\players\images (19).jpg,287,175,rafael nadal,126,28,186,93
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\players\images (2).jpg,300,168,sam austin querry,144,18,177,57
C:\Users\Abhinaya\Desktop\players\images (20).jpg,225,225,rafael nadal,134,44,181,95
C:\Users\Abhinaya\Desktop\players\images (21).jpg,300,168,roger federer,143,14,168,45
C:\Users\Abhinaya\Desktop\players\images (22).jpg,300,168,rafael nadal,62,46,113,111
C:\Users\Abhinaya\Desktop\players\images (23).jpg,301,167,rafael nadal,150,14,175,52
C:\Users\Abhinaya\Desktop\players\images (24).jpg,275,183,rafael nadal,110,19,122,34
C:\Users\Abhinaya\Desktop\players\images (24).jpg,275,183,roger federer,164,35,178,49
C:\Users\Abhinaya\Desktop\players\images (25).jpg,295,171,rafael nadal,170,41,206,89
C:\Users\Abhinaya\Desktop\players\images (26).jpg,275,183,rafael nadal,145,67,177,105
C:\Users\Abhinaya\Desktop\players\images (27).jpg,273,185,rafael nadal,144,25,205,100
C:\Users\Abhinaya\Desktop\players\images (28).jpg,299,168,jack sock,130,22,166,72
C:\Users\Abhinaya\Desktop\players\images (29).jpg,259,194,roger federer,169,88,207,138
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\players\images (3).jpg,300,168,sam austin querry,72,41,120,100
C:\Users\Abhinaya\Desktop\players\images (30).jpg,259,194,roger federer,129,50,159,85
C:\Users\Abhinaya\Desktop\players\images (31).jpg,290,174,jack sock,74,33,117,96
C:\Users\Abhinaya\Desktop\players\images (32).jpg,300,168,jack sock,80,25,112,63
C:\Users\Abhinaya\Desktop\players\images (33).jpg,267,188,jack sock,141,28,169,65
C:\Users\Abhinaya\Desktop\players\images (34).jpg,299,168,jack sock,141,26,178,80
C:\Users\Abhinaya\Desktop\players\images (35).jpg,277,182,jack sock,104,49,178,136
C:\Users\Abhinaya\Desktop\players\images (36).jpg,266,190,jack sock,133,21,164,64
C:\Users\Abhinaya\Desktop\players\images (37).jpg,275,183,jack sock,72,42,115,103
C:\Users\Abhinaya\Desktop\players\images (38).jpg,291,173,roger federer,134,61,157,86
C:\Users\Abhinaya\Desktop\players\images (39).jpg,265,190,rafael nadal,95,23,111,63
C:\Users\Abhinaya\Desktop\players\images (39).jpg,265,190,jack sock,141,22,161,63
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\players\images (4).jpg,282,179,sam austin querry,157,62,188,98
C:\Users\Abhinaya\Desktop\players\images (40).jpg,300,168,roger federer,107,47,139,89
C:\Users\Abhinaya\Desktop\players\images (41).jpg,206,244,jack sock,89,20,142,98
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\players\images (42).jpg,275,183,jack sock,60,31,71,44
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\players\images (42).jpg,275,183,sam austin querry,100,19,111,32
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\players\images (42).jpg,275,183,rafael nadal,163,31,175,43
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\players\images (42).jpg,275,183,roger federer,192,28,206,42
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\players\images (43).jpg,271,186,jack sock,43,16,56,31
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\players\images (43).jpg,271,186,sam austin querry,220,120,238,141
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\players\images (44).jpg,199,253,sam austin querry,78,26,97,57
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\players\images (44).jpg,199,253,jack sock,102,95,119,116
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\players\images (45).jpg,183,275,sam austin querry,60,36,110,98
C:\Users\Abhinaya\Desktop\players\images (46).jpg,289,175,roger federer,85,15,105,50
C:\Users\Abhinaya\Desktop\players\images (46).jpg,289,175,rafael nadal,216,23,243,59
C:\Users\Abhinaya\Desktop\players\images (47).jpg,259,194,jack sock,109,25,141,62
C:\Users\Abhinaya\Desktop\players\images (48).jpg,300,168,roger federer,91,33,130,78
C:\Users\Abhinaya\Desktop\players\images (48).jpg,300,168,rafael nadal,208,29,243,70
C:\Users\Abhinaya\Desktop\players\images (49).jpg,276,182,jack sock,81,48,144,128
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\players\images (5).jpg,259,194,sam austin querry,93,31,122,66
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\players\images (6).jpg,283,178,sam austin querry,85,42,125,86
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\players\images (7).jpg,260,194,sam austin querry,91,98,129,144
C:\Users\Abhinaya\Desktop\players\images (8).jpg,275,183,rafael nadal,72,44,112,102
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\players\images (9).jpg,303,166,sam austin querry,160,10,197,57
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\players\images.jpg,308,163,sam austin querry,118,56,179,131
C:\Users\Abhinaya\Desktop\v1\Nadal-Federer vs Sock-Querrey Laver Cup 2017 (HD) Highlights 0018.jpg,1280,720,roger federer,352,121,385,162
C:\Users\Abhinaya\Desktop\v1\Nadal-Federer vs Sock-Querrey Laver Cup 2017 (HD) Highlights 0018.jpg,1280,720,rafael nadal,830,150,854,185
C:\Users\Abhinaya\Desktop\v1\Nadal-Federer vs Sock-Querrey Laver Cup 2017 (HD) Highlights 0019.jpg,1280,720,roger federer,339,112,371,156
C:\Users\Abhinaya\Desktop\v1\Nadal-Federer vs Sock-Querrey Laver Cup 2017 (HD) Highlights 0019.jpg,1280,720,rafael nadal,840,173,864,205
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\doubles1\Nadal-Federer vs Sock-Querrey Laver Cup 2017 (HD) Highlights 0048.jpg,1280,720,sam austin querry,631,140,806,344
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\doubles1\Nadal-Federer vs Sock-Querrey Laver Cup 2017 (HD) Highlights 0049.jpg,1280,720,sam austin querry,656,140,835,368
C:\Users\Abhinaya\Desktop\v1\Nadal-Federer vs Sock-Querrey Laver Cup 2017 (HD) Highlights 0091.jpg,1280,720,rafael nadal,652,130,695,170
C:\Users\Abhinaya\Desktop\v1\Nadal-Federer vs Sock-Querrey Laver Cup 2017 (HD) Highlights 0093.jpg,1280,720,rafael nadal,698,131,739,172
C:\Users\Abhinaya\Desktop\v1\Nadal-Federer vs Sock-Querrey Laver Cup 2017 (HD) Highlights 0094.jpg,1280,720,rafael nadal,689,122,735,163
C:\Users\Abhinaya\Desktop\v1\Nadal-Federer vs Sock-Querrey Laver Cup 2017 (HD) Highlights 0095.jpg,1280,720,roger federer,443,164,848,497
C:\Users\Abhinaya\Desktop\v1\Nadal-Federer vs Sock-Querrey Laver Cup 2017 (HD) Highlights 0096.jpg,1280,720,roger federer,398,266,786,632
C:\Users\Abhinaya\Desktop\v1\Nadal-Federer vs Sock-Querrey Laver Cup 2017 (HD) Highlights 0137.jpg,1280,720,roger federer,906,143,1073,313
C:\Users\Abhinaya\Desktop\v1\Nadal-Federer vs Sock-Querrey Laver Cup 2017 (HD) Highlights 0137.jpg,1280,720,rafael nadal,495,186,657,354
C:\Users\Abhinaya\Desktop\v1\Nadal-Federer vs Sock-Querrey Laver Cup 2017 (HD) Highlights 0138.jpg,1280,720,rafael nadal,476,162,640,336
C:\Users\Abhinaya\Desktop\v1\Nadal-Federer vs Sock-Querrey Laver Cup 2017 (HD) Highlights 0138.jpg,1280,720,roger federer,881,102,1059,311
C:\Users\Abhinaya\Desktop\v1\Nadal-Federer vs Sock-Querrey Laver Cup 2017 (HD) Highlights 0139.jpg,1280,720,rafael nadal,323,229,513,420
C:\Users\Abhinaya\Desktop\v1\Nadal-Federer vs Sock-Querrey Laver Cup 2017 (HD) Highlights 0139.jpg,1280,720,roger federer,952,200,1136,400
C:\Users\Abhinaya\Desktop\v1\Nadal-Federer vs Sock-Querrey Laver Cup 2017 (HD) Highlights 0142.jpg,1280,720,rafael nadal,179,289,397,491
C:\Users\Abhinaya\Desktop\v1\Nadal-Federer vs Sock-Querrey Laver Cup 2017 (HD) Highlights 0142.jpg,1280,720,roger federer,1012,232,1236,466
C:\Users\Abhinaya\Desktop\v1\Nadal-Federer vs Sock-Querrey Laver Cup 2017 (HD) Highlights 0162.jpg,1280,720,jack sock,554,158,596,209
C:\Users\Abhinaya\Desktop\v1\Nadal-Federer vs Sock-Querrey Laver Cup 2017 (HD) Highlights 0163.jpg,1280,720,jack sock,558,157,604,207
C:\Users\Abhinaya\Desktop\v1\Nadal-Federer vs Sock-Querrey Laver Cup 2017 (HD) Highlights 0164.jpg,1280,720,jack sock,570,158,613,207
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\doubles1\Nadal-Federer vs Sock-Querrey Laver Cup 2017 (HD) Highlights 0265.jpg,1280,720,jack sock,557,98,589,157
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\doubles1\Nadal-Federer vs Sock-Querrey Laver Cup 2017 (HD) Highlights 0265.jpg,1280,720,sam austin querry,907,76,947,123
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\doubles1\Nadal-Federer vs Sock-Querrey Laver Cup 2017 (HD) Highlights 0266.jpg,1280,720,sam austin querry,948,95,985,145
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\doubles1\Nadal-Federer vs Sock-Querrey Laver Cup 2017 (HD) Highlights 0266.jpg,1280,720,jack sock,561,110,589,163
C:\Users\Abhinaya\Desktop\v1\Nadal-Federer vs Sock-Querrey Laver Cup 2017 (HD) Highlights 0282.jpg,1280,720,rafael nadal,617,150,659,202
C:\Users\Abhinaya\Desktop\v1\Nadal-Federer vs Sock-Querrey Laver Cup 2017 (HD) Highlights 0283.jpg,1280,720,rafael nadal,648,127,690,179
C:\Users\Abhinaya\Desktop\v1\Nadal-Federer vs Sock-Querrey Laver Cup 2017 (HD) Highlights 0284.jpg,1280,720,rafael nadal,652,152,695,194
C:\Users\Abhinaya\Desktop\v1\Nadal-Federer vs Sock-Querrey Laver Cup 2017 (HD) Highlights 0307.jpg,1280,720,roger federer,549,198,631,309
C:\Users\Abhinaya\Desktop\v1\Nadal-Federer vs Sock-Querrey Laver Cup 2017 (HD) Highlights 0308.jpg,1280,720,roger federer,508,158,612,266
C:\Users\Abhinaya\Desktop\v1\Nadal-Federer vs Sock-Querrey Laver Cup 2017 (HD) Highlights 0309.jpg,1280,720,roger federer,494,206,611,318
C:\Users\Abhinaya\Desktop\v1\Nadal-Federer vs Sock-Querrey Laver Cup 2017 (HD) Highlights 0343.jpg,1280,720,roger federer,633,137,670,193
C:\Users\Abhinaya\Desktop\v1\Nadal-Federer vs Sock-Querrey Laver Cup 2017 (HD) Highlights 0344.jpg,1280,720,roger federer,625,169,670,235
C:\Users\Abhinaya\Desktop\v1\Nadal-Federer vs Sock-Querrey Laver Cup 2017 (HD) Highlights 0346.jpg,1280,720,roger federer,572,142,633,237
C:\Users\Abhinaya\Desktop\v1\Nadal-Federer vs Sock-Querrey Laver Cup 2017 (HD) Highlights 0347.jpg,1280,720,roger federer,590,100,652,222
C:\Users\Abhinaya\Desktop\v1\Nadal-Federer vs Sock-Querrey Laver Cup 2017 (HD) Highlights 0348.jpg,1280,720,roger federer,593,94,694,250
C:\Users\Abhinaya\Desktop\v1\Nadal-Federer vs Sock-Querrey Laver Cup 2017 (HD) Highlights 0379.jpg,1280,720,roger federer,339,139,431,243
C:\Users\Abhinaya\Desktop\v1\Nadal-Federer vs Sock-Querrey Laver Cup 2017 (HD) Highlights 0379.jpg,1280,720,rafael nadal,871,159,950,259
C:\Users\Abhinaya\Desktop\v1\Nadal-Federer vs Sock-Querrey Laver Cup 2017 (HD) Highlights 0380.jpg,1280,720,roger federer,372,150,463,258
C:\Users\Abhinaya\Desktop\v1\Nadal-Federer vs Sock-Querrey Laver Cup 2017 (HD) Highlights 0380.jpg,1280,720,rafael nadal,898,123,984,226
C:\Users\Abhinaya\Desktop\v1\Nadal-Federer vs Sock-Querrey Laver Cup 2017 (HD) Highlights 0381.jpg,1280,720,roger federer,352,147,449,254
